ID,TITLE,AUTHOR,IMAGE_URL,YEAR,PUBLISHER_ID
225313922X,Les Thanatonautes,Bernard Werber,http://images.amazon.com/images/P/225313922X.01.LZZZZZZZ.jpg,1996,1203
0142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde,http://images.amazon.com/images/P/0142004030.01.LZZZZZZZ.jpg,2004,3
0452281784,Bad Heir Day,Wendy Holden,http://images.amazon.com/images/P/0452281784.01.LZZZZZZZ.jpg,2001,168
0375704558,Charlotte Gray,Sebastian Faulks,http://images.amazon.com/images/P/0375704558.01.LZZZZZZZ.jpg,2000,667
038533656X,Apocalipstick,SUE MARGOLIS,http://images.amazon.com/images/P/038533656X.01.LZZZZZZZ.jpg,2003,162
0743230213,Harem: A Novel,Dora Levy Mossanen,http://images.amazon.com/images/P/0743230213.01.LZZZZZZZ.jpg,2002,1213
0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg,2001,1181
0802135196,Valley of the Dolls: A Novel,Jacqueline Susann,http://images.amazon.com/images/P/0802135196.01.LZZZZZZZ.jpg,1997,339
0679450548,I Was Amelia Earhart,Jane Mendelsohn,http://images.amazon.com/images/P/0679450548.01.LZZZZZZZ.jpg,1996,1042
0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,http://images.amazon.com/images/P/0345339703.01.LZZZZZZZ.jpg,1986,495
038039586X,Watership Down,Richard George Adams,http://images.amazon.com/images/P/038039586X.01.LZZZZZZZ.jpg,1975,362
0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,http://images.amazon.com/images/P/0670030643.01.LZZZZZZZ.jpg,2002,347
3499232871,Herzsprung,Ildiko Kurthy,http://images.amazon.com/images/P/3499232871.01.LZZZZZZZ.jpg,2003,1185
0440131480,Breakfast of Champions,Kurt Vonnegut,http://images.amazon.com/images/P/0440131480.01.LZZZZZZZ.jpg,1991,1190
0375707425,Embers,SANDOR MARAI,http://images.amazon.com/images/P/0375707425.01.LZZZZZZZ.jpg,2002,7
3453151933,Tom Clancys Power Plays 2. Tigerjagd.,Tom Clancy,http://images.amazon.com/images/P/3453151933.01.LZZZZZZZ.jpg,1999,169
0231105592,The  Garden of Ediacara,Mark A. S. McMenamin,http://images.amazon.com/images/P/0231105592.01.LZZZZZZZ.jpg,2000,526
0590447319,In My Father's House (Point),Ann Rinaldi,http://images.amazon.com/images/P/0590447319.01.LZZZZZZZ.jpg,1996,880
0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,http://images.amazon.com/images/P/0440940001.01.LZZZZZZZ.jpg,1978,187
0812565959,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,http://images.amazon.com/images/P/0812565959.01.LZZZZZZZ.jpg,2001,496
0425163385,The Night Crew,John Sandford,http://images.amazon.com/images/P/0425163385.01.LZZZZZZZ.jpg,2004,483
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,http://images.amazon.com/images/P/0671042262.01.LZZZZZZZ.jpg,2002,323
0553585681,Always a Thief,Kay Hooper,http://images.amazon.com/images/P/0553585681.01.LZZZZZZZ.jpg,2003,1017
0553585118,Once a Thief,Kay Hooper,http://images.amazon.com/images/P/0553585118.01.LZZZZZZZ.jpg,2002,1017
0689109865,The BOOK OF BEBB,Frederick Buechner,http://images.amazon.com/images/P/0689109865.01.LZZZZZZZ.jpg,1979,482
3518368540,Homo Faber,Max Frisch,http://images.amazon.com/images/P/3518368540.01.LZZZZZZZ.jpg,,1057
1853260312,"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,http://images.amazon.com/images/P/1853260312.01.LZZZZZZZ.jpg,1998,160
0140016821,Cider With Rosie,Laurie Lee,http://images.amazon.com/images/P/0140016821.01.LZZZZZZZ.jpg,1978,1044
0786014210,Darkness,Sam Siciliano,http://images.amazon.com/images/P/0786014210.01.LZZZZZZZ.jpg,2001,892
0441005667,Forever Peace (Remembering Tomorrow),Joe Haldeman,http://images.amazon.com/images/P/0441005667.01.LZZZZZZZ.jpg,1998,326
0312965338,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,http://images.amazon.com/images/P/0312965338.01.LZZZZZZZ.jpg,1998,660
1888740051,"Climbing Mt. Shasta: Route 1, Avalanche Gulch",Steve Lewis,http://images.amazon.com/images/P/1888740051.01.LZZZZZZZ.jpg,1996,36
1931646384,Never Act Your Age: Play the Happy Childlike Role Well at Every Age,Dale L. Anderson,http://images.amazon.com/images/P/1931646384.01.LZZZZZZZ.jpg,2002,1058
0399501487,Lord of the Flies,William Gerald Golding,http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg,1959,893
157566559X,The Biograph Girl,William J. Mann,http://images.amazon.com/images/P/157566559X.01.LZZZZZZZ.jpg,2000,842
3423125551,Sofies Welt,Jostein Gaarder,http://images.amazon.com/images/P/3423125551.01.LZZZZZZZ.jpg,1999,30
0425188361,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,http://images.amazon.com/images/P/0425188361.01.LZZZZZZZ.jpg,2003,483
0395177111,The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,http://images.amazon.com/images/P/0395177111.01.LZZZZZZZ.jpg,1973,506
0375411992,Blackwood Farm (The Vampire Chronicles),Anne Rice,http://images.amazon.com/images/P/0375411992.01.LZZZZZZZ.jpg,2002,658
0060287802,Judge Judy Sheindlin's Win or Lose by How You Choose,Judge Judy Sheindlin,http://images.amazon.com/images/P/0060287802.01.LZZZZZZZ.jpg,2000,1196
3442730066,Vishnus Tod.,Manil Suri,http://images.amazon.com/images/P/3442730066.01.LZZZZZZZ.jpg,2002,527
3596129389,Die Zauberfrau.,Hera Lind,http://images.amazon.com/images/P/3596129389.01.LZZZZZZZ.jpg,1995,497
0915308789,The Graywolf Annual Two : Short Stories by Women (Graywolf Annual),Scott Walker,http://images.amazon.com/images/P/0915308789.01.LZZZZZZZ.jpg,1986,700
3423620196,Theos Reise. Roman �?¼ber die Religionen der Welt.,Catherine Clement,http://images.amazon.com/images/P/3423620196.01.LZZZZZZZ.jpg,2000,11
0425177173,Atlantis Found,Clive Cussler,http://images.amazon.com/images/P/0425177173.01.LZZZZZZZ.jpg,2001,483
0440224764,The Partner,John Grisham,http://images.amazon.com/images/P/0440224764.01.LZZZZZZZ.jpg,1998,1190
0553572997,The Alienist,Caleb Carr,http://images.amazon.com/images/P/0553572997.01.LZZZZZZZ.jpg,1995,1017
0380727501,Notes from a Small Island,Bill Bryson,http://images.amazon.com/images/P/0380727501.01.LZZZZZZZ.jpg,1997,1021
0312423799,Dry : A Memoir,Augusten Burroughs,http://images.amazon.com/images/P/0312423799.01.LZZZZZZZ.jpg,2004,877
037542217X,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,http://images.amazon.com/images/P/037542217X.01.LZZZZZZZ.jpg,2003,202
0517149257,The Ultimate Hitchhiker's Guide,Douglas Adams,http://images.amazon.com/images/P/0517149257.01.LZZZZZZZ.jpg,1996,363
0812590236,Irish Mist: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,http://images.amazon.com/images/P/0812590236.01.LZZZZZZZ.jpg,2000,356
0515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,http://images.amazon.com/images/P/0515127221.01.LZZZZZZZ.jpg,2000,334
0425161242,Chromosome 6,Robin Cook,http://images.amazon.com/images/P/0425161242.01.LZZZZZZZ.jpg,2000,483
0451195922,Skull Session,Daniel Hecht,http://images.amazon.com/images/P/0451195922.01.LZZZZZZZ.jpg,1998,484
0425169863,Point of Origin,Patricia Daniels Cornwell,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg,1999,483
0345380371,Rising Sun,MICHAEL CRICHTON,http://images.amazon.com/images/P/0345380371.01.LZZZZZZZ.jpg,1992,1181
0446609323,Black Friday,James Patterson,http://images.amazon.com/images/P/0446609323.01.LZZZZZZZ.jpg,1989,171
0316690619,Cradle and All,James Patterson,http://images.amazon.com/images/P/0316690619.01.LZZZZZZZ.jpg,2000,348
0446610038,1st to Die: A Novel,James Patterson,http://images.amazon.com/images/P/0446610038.01.LZZZZZZZ.jpg,2002,171
155143234X,Flight from Big Tangle (Orca Young Reader),Anita Daher,http://images.amazon.com/images/P/155143234X.01.LZZZZZZZ.jpg,2003,203
0451201558,Cold Case,Stephen White,http://images.amazon.com/images/P/0451201558.01.LZZZZZZZ.jpg,2001,484
2253004243,Une Vie,Guy De Maupassant,http://images.amazon.com/images/P/2253004243.01.LZZZZZZZ.jpg,,508
0679459626,Flesh and Blood,Jonathan Kellerman,http://images.amazon.com/images/P/0679459626.01.LZZZZZZZ.jpg,2001,328
0812566629,Darwinia,Robert Charles Wilson,http://images.amazon.com/images/P/0812566629.01.LZZZZZZZ.jpg,1999,496
3518390473,Der Wettermacher.,Peter Weber,http://images.amazon.com/images/P/3518390473.01.LZZZZZZZ.jpg,1999,13
340414578X,Intrige.,Thomas Gifford,http://images.amazon.com/images/P/340414578X.01.LZZZZZZZ.jpg,2001,656
3596113350,Die Mambo Kings spielen Songs der Liebe. Roman.,Oscar Hijuelos,http://images.amazon.com/images/P/3596113350.01.LZZZZZZZ.jpg,1992,497
3453189442,Das verbotene Lied.,Taiping Shangdi,http://images.amazon.com/images/P/3453189442.01.LZZZZZZZ.jpg,2001,169
3462031252,Quadrupelfuge.,Harald Schmidt,http://images.amazon.com/images/P/3462031252.01.LZZZZZZZ.jpg,2002,1193
1555217532,The Complete Hot &amp; Spicy Cookbook,Emma Callery,http://images.amazon.com/images/P/1555217532.01.LZZZZZZZ.jpg,1991,1224
0553583085,Kissed by Shadows (Get Connected Romances),Jane Feather,http://images.amazon.com/images/P/0553583085.01.LZZZZZZZ.jpg,2003,1017
1892051001,"Guinness 2000 Book of Records: Millennium Edition (Guinness Book of Records, 2000)",Guinness Media Inc.,http://images.amazon.com/images/P/1892051001.01.LZZZZZZZ.jpg,1999,701
0805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,http://images.amazon.com/images/P/0805019375.01.LZZZZZZZ.jpg,1995,869
1587991039,Technomanifestos: Visions from the Information Revolutionaries,Adam Brate,http://images.amazon.com/images/P/1587991039.01.LZZZZZZZ.jpg,2002,204
1587214768,The Wicked Priest: An Allegory in Two Acts,Bob Levis,http://images.amazon.com/images/P/1587214768.01.LZZZZZZZ.jpg,2000,2
0802130496,Doctor Sax: Faust Part Three,Jack Kerouac,http://images.amazon.com/images/P/0802130496.01.LZZZZZZZ.jpg,1988,339
1857931467,Dorien's Diary: My Intimate Confessions,Maurice Gran,http://images.amazon.com/images/P/1857931467.01.LZZZZZZZ.jpg,1993,364
0380717085,Fg on Our Immigrant Ance,J Smith,http://images.amazon.com/images/P/0380717085.01.LZZZZZZZ.jpg,1992,488
0380706725,Fg Cooks American,J Smith,http://images.amazon.com/images/P/0380706725.01.LZZZZZZZ.jpg,1990,488
1558747478,"Chicken Soup for the Parent's Soul : 101 Stories of Loving, Learning and Parenting (Chicken Soup for the Soul (Paper))",Mark Victor Hansen,http://images.amazon.com/images/P/1558747478.01.LZZZZZZZ.jpg,2000,319
1884822738,"Big Little Book of Irish Wit &amp; Wisdom: Six Volumes in One : Irish Blessings, Irish Toasts, Irish Proverbs, Irish Riddles, Irish Laws, Irish Wisdom",Fergus Kelly,http://images.amazon.com/images/P/1884822738.01.LZZZZZZZ.jpg,1997,894
0006550789,253,Geoff Ryman,http://images.amazon.com/images/P/0006550789.01.LZZZZZZZ.jpg,,528
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,http://images.amazon.com/images/P/0385492081.01.LZZZZZZZ.jpg,1998,1022
1931412677,Feel Good Naked,Laure Redmond,http://images.amazon.com/images/P/1931412677.01.LZZZZZZZ.jpg,2001,1225
0670848549,Secret History,Donna Tartt,http://images.amazon.com/images/P/0670848549.01.LZZZZZZZ.jpg,,702
0425130215,Hocus Pocus,Kurt Vonnegut,http://images.amazon.com/images/P/0425130215.01.LZZZZZZZ.jpg,1991,483
8420444782,Un Milagro Informal,Fernando Iwasaki Cauti,http://images.amazon.com/images/P/8420444782.01.LZZZZZZZ.jpg,2003,1226
8489618844,Sangre a Borbotones (Coleccion Nueva Biblioteca),Rafael Reig,http://images.amazon.com/images/P/8489618844.01.LZZZZZZZ.jpg,2002,1227
0061000175,Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,http://images.amazon.com/images/P/0061000175.01.LZZZZZZZ.jpg,1990,172
0312971362,Sis Boom Bah,Jane Heller,http://images.amazon.com/images/P/0312971362.01.LZZZZZZZ.jpg,2000,660
067976402X,Snow Falling on Cedars,David Guterson,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg,1995,667
1558532161,Life's Little Instruction Book; Volume II,H. Jackson Brown,http://images.amazon.com/images/P/1558532161.01.LZZZZZZZ.jpg,1993,524
3125918103,"Les fantomes, ca n' existe pas. (Lernmaterialien)",Laurent Jouvet,http://images.amazon.com/images/P/3125918103.01.LZZZZZZZ.jpg,1996,365
0064408329,The Hanged Man,Francesca Lia Block,http://images.amazon.com/images/P/0064408329.01.LZZZZZZZ.jpg,1999,185
0743457358,Everything's Eventual : 14 Dark Tales,Stephen King,http://images.amazon.com/images/P/0743457358.01.LZZZZZZZ.jpg,2002,323
0440235464,Lost Girls,Andrew Pyper,http://images.amazon.com/images/P/0440235464.01.LZZZZZZZ.jpg,2001,1190
0345425707,A Cup of Tea (Ballantine Reader's Circle),Amy Ephron,http://images.amazon.com/images/P/0345425707.01.LZZZZZZZ.jpg,1998,1181
0765342294,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,http://images.amazon.com/images/P/0765342294.01.LZZZZZZZ.jpg,2002,37
0451821971,Leaving Home,Garrison Keillor,http://images.amazon.com/images/P/0451821971.01.LZZZZZZZ.jpg,1988,703
0670894494,The Passion of Artemisia,Susan Vreeland,http://images.amazon.com/images/P/0670894494.01.LZZZZZZZ.jpg,2002,347
0385491328,The Anatomist,Federico Andahazi,http://images.amazon.com/images/P/0385491328.01.LZZZZZZZ.jpg,1998,529
0553131893,Dragondrums,Anne McCaffrey,http://images.amazon.com/images/P/0553131893.01.LZZZZZZZ.jpg,1980,1017
0440208912,Harvest,BELVA PLAIN,http://images.amazon.com/images/P/0440208912.01.LZZZZZZZ.jpg,1991,157
0373218192,Engaging The Enemy,Nora Roberts,http://images.amazon.com/images/P/0373218192.01.LZZZZZZZ.jpg,2003,357
0515120006,Holding the Dream (Dream Trilogy),Nora Roberts,http://images.amazon.com/images/P/0515120006.01.LZZZZZZZ.jpg,2001,334
0515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,http://images.amazon.com/images/P/0515127396.01.LZZZZZZZ.jpg,2000,334
0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,http://images.amazon.com/images/P/0345416260.01.LZZZZZZZ.jpg,1996,1181
0385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,http://images.amazon.com/images/P/0385494785.01.LZZZZZZZ.jpg,1999,1022
0385486804,Into the Wild,Jon Krakauer,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg,1997,1022
0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,http://images.amazon.com/images/P/0385512104.01.LZZZZZZZ.jpg,2003,331
1555973981,Baby B,Michael Ryan,http://images.amazon.com/images/P/1555973981.01.LZZZZZZZ.jpg,2004,700
0525237704,World According to Garp: A Novel,John Irving,http://images.amazon.com/images/P/0525237704.01.LZZZZZZZ.jpg,1978,1044
039914255X,Eat Right for Your Type,Peter J. D'Adamo,http://images.amazon.com/images/P/039914255X.01.LZZZZZZZ.jpg,1996,530
0440236673,The Brethren,John Grisham,http://images.amazon.com/images/P/0440236673.01.LZZZZZZZ.jpg,2000,1209
0553295071,Sliver: A Novel,Ira Levin,http://images.amazon.com/images/P/0553295071.01.LZZZZZZZ.jpg,1993,1017
1590171012,The Magic Pudding: Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle &amp; Sam Sawnoff (New York Review Children's Collection),Norman Lindsay,http://images.amazon.com/images/P/1590171012.01.LZZZZZZZ.jpg,2004,38
0679771476,The Law of Similars,CHRIS BOHJALIAN,http://images.amazon.com/images/P/0679771476.01.LZZZZZZZ.jpg,2000,7
031215125X,The Far Pavilions,M. M. Kaye,http://images.amazon.com/images/P/031215125X.01.LZZZZZZZ.jpg,1997,660
0064405176,Walk Two Moons,Sharon Creech,http://images.amazon.com/images/P/0064405176.01.LZZZZZZZ.jpg,1996,185
0061056871,Independence Day,Dean Devlin,http://images.amazon.com/images/P/0061056871.01.LZZZZZZZ.jpg,1996,895
0440235162,The Smoke Jumper,Nicholas Evans,http://images.amazon.com/images/P/0440235162.01.LZZZZZZZ.jpg,2002,1190
076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,http://images.amazon.com/images/P/076790382X.01.LZZZZZZZ.jpg,2000,1031
0425158616,Cause of Death,Patricia Daniels Cornwell,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg,1997,483
0062502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,http://images.amazon.com/images/P/0062502182.01.LZZZZZZZ.jpg,1995,681
0060175400,The Poisonwood Bible,Barbara Kingsolver,http://images.amazon.com/images/P/0060175400.01.LZZZZZZZ.jpg,1999,1196
1573221775,My Dream of You,Nuala O'Faolain,http://images.amazon.com/images/P/1573221775.01.LZZZZZZZ.jpg,2001,852
0913367044,The Case for Christ : A Journalist's Personal Investigation of the Evidence for Jesus,Lee Strobel,http://images.amazon.com/images/P/0913367044.01.LZZZZZZZ.jpg,1998,896
1888698357,"The Mighty 'Mox: The 75th Anniversary History of the People, Stories, and Events That Made Kmox a Radio Giant",Sally Rains,http://images.amazon.com/images/P/1888698357.01.LZZZZZZZ.jpg,2000,704
0913367176,Stories for the Faithful Heart,various authors,http://images.amazon.com/images/P/0913367176.01.LZZZZZZZ.jpg,2000,897
0933121245,Book of African Names,Osuntoki,http://images.amazon.com/images/P/0933121245.01.LZZZZZZZ.jpg,1990,1059
0671537458,Waiting to Exhale,Terry McMillan,http://images.amazon.com/images/P/0671537458.01.LZZZZZZZ.jpg,1995,323
0060002492,Amazonia,James Rollins,http://images.amazon.com/images/P/0060002492.01.LZZZZZZZ.jpg,2003,325
0786866462,A Density of Souls,Christopher Rice,http://images.amazon.com/images/P/0786866462.01.LZZZZZZZ.jpg,2000,1208
0679426159,Standing in the Rainbow : A Novel,FANNIE FLAGG,http://images.amazon.com/images/P/0679426159.01.LZZZZZZZ.jpg,2002,328
0316569321,White Oleander : A Novel,Janet Fitch,http://images.amazon.com/images/P/0316569321.01.LZZZZZZZ.jpg,1999,844
0679732241,The Sound and the Fury (Vintage International),WILLIAM FAULKNER,http://images.amazon.com/images/P/0679732241.01.LZZZZZZZ.jpg,1991,7
1558175326,The White Puma,R.D. Lawrence,http://images.amazon.com/images/P/1558175326.01.LZZZZZZZ.jpg,1991,882
0515090174,The Cat Who Could Read Backwards,Lilian Jackson Braun,http://images.amazon.com/images/P/0515090174.01.LZZZZZZZ.jpg,1994,334
0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,http://images.amazon.com/images/P/0515095826.01.LZZZZZZZ.jpg,1988,334
0515111279,The Cat Who Wasn't There,Lilian Jackson Braun,http://images.amazon.com/images/P/0515111279.01.LZZZZZZZ.jpg,1994,334
0671555235,A Caribbean Mystery,Agatha Christie,http://images.amazon.com/images/P/0671555235.01.LZZZZZZZ.jpg,1984,323
1570719586,God-Shaped Hole,Tiffanie DeBartolo,http://images.amazon.com/images/P/1570719586.01.LZZZZZZZ.jpg,2002,872
0553580876,Sympathy for the Devil,Kent Anderson,http://images.amazon.com/images/P/0553580876.01.LZZZZZZZ.jpg,2000,1017
0385475713,Alias Grace,Margaret Atwood,http://images.amazon.com/images/P/0385475713.01.LZZZZZZZ.jpg,1996,675
0689825234,HABIBI,Naomi Shihab Nye,http://images.amazon.com/images/P/0689825234.01.LZZZZZZZ.jpg,1999,1060
0553375407,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,http://images.amazon.com/images/P/0553375407.01.LZZZZZZZ.jpg,1995,499
1863714081,Edge of the sacred: Transformation in Australia,David J Tacey,http://images.amazon.com/images/P/1863714081.01.LZZZZZZZ.jpg,1995,39
0151006903,Baudolino,Umberto Eco,http://images.amazon.com/images/P/0151006903.01.LZZZZZZZ.jpg,2002,9
1931561281,The Australia Stories: A Novel,Todd James Pierce,http://images.amazon.com/images/P/1931561281.01.LZZZZZZZ.jpg,2003,20
8401466350,Cinco días en París,Danielle Steel,http://images.amazon.com/images/P/8401466350.01.LZZZZZZZ.jpg,1996,1228
1562477676,Molly Takes Flight (American Girls Short Stories),Valerie Tripp,http://images.amazon.com/images/P/1562477676.01.LZZZZZZZ.jpg,1999,186
0425115801,Lightning,Dean R. Koontz,http://images.amazon.com/images/P/0425115801.01.LZZZZZZZ.jpg,1996,483
0312983654,The Wire in the Blood (A Dr. Tony Hill &amp; Carol Jordan Mystery),Val McDermid,http://images.amazon.com/images/P/0312983654.01.LZZZZZZZ.jpg,2002,531
0671024248,Hearts In Atlantis,Stephen King,http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg,2000,323
0553582933,Winter Moon,Dean R. Koontz,http://images.amazon.com/images/P/0553582933.01.LZZZZZZZ.jpg,2001,1017
0671034022,Mercy,Julie Garwood,http://images.amazon.com/images/P/0671034022.01.LZZZZZZZ.jpg,2002,323
0440208149,An Acceptable Time,Madeleine L'Engle,http://images.amazon.com/images/P/0440208149.01.LZZZZZZZ.jpg,1990,187
0451151259,Eyes of the Dragon,Stephen King,http://images.amazon.com/images/P/0451151259.01.LZZZZZZZ.jpg,1988,1045
0375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,http://images.amazon.com/images/P/0375727132.01.LZZZZZZZ.jpg,2003,7
0446607711,The Simple Truth,David Baldacci,http://images.amazon.com/images/P/0446607711.01.LZZZZZZZ.jpg,1999,1020
014029645X,Sherlock Holmes and the Rune Stone Mystery (Sherlock Holmes Mysteries (Penguin)),Larry Millett,http://images.amazon.com/images/P/014029645X.01.LZZZZZZZ.jpg,2000,3
1593080743,The Age of Innocence,Edith Wharton,http://images.amazon.com/images/P/1593080743.01.LZZZZZZZ.jpg,2004,1229
0445202718,Gloriana,Michael Moorcock,http://images.amazon.com/images/P/0445202718.01.LZZZZZZZ.jpg,1986,1020
0385483503,Arranged Marriage: Stories,Chitra Banerjee Divakaruni,http://images.amazon.com/images/P/0385483503.01.LZZZZZZZ.jpg,1996,1022
0060187271,The Last Report on the Miracles at Little No Horse,Louise Erdrich,http://images.amazon.com/images/P/0060187271.01.LZZZZZZZ.jpg,2001,1186
0385497288,The Unknown Errors of Our Lives: Stories,Chitra Banerjee Divakaruni,http://images.amazon.com/images/P/0385497288.01.LZZZZZZZ.jpg,2002,1230
038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,http://images.amazon.com/images/P/038548951X.01.LZZZZZZZ.jpg,2000,205
0679725164,No Exit and Three Other Plays (Vintage International),Jean Paul Sartre,http://images.amazon.com/images/P/0679725164.01.LZZZZZZZ.jpg,1989,667
0060972459,Tracks RI,Louise Erdrich,http://images.amazon.com/images/P/0060972459.01.LZZZZZZZ.jpg,2004,1021
0060975547,Love Medicine,Louise Erdrich,http://images.amazon.com/images/P/0060975547.01.LZZZZZZZ.jpg,1993,1021
0965624773,Finding Laura Buggs,Stanley Gordon West,http://images.amazon.com/images/P/0965624773.01.LZZZZZZZ.jpg,1999,1231
0812505166,Wuthering Heights,Emily Bronte,http://images.amazon.com/images/P/0812505166.01.LZZZZZZZ.jpg,1989,1061
0393312801,The Acid House,Irvine Welsh,http://images.amazon.com/images/P/0393312801.01.LZZZZZZZ.jpg,1995,532
0446516570,Up Country: A Novel,Nelson DeMille,http://images.amazon.com/images/P/0446516570.01.LZZZZZZZ.jpg,2002,1020
0515131091,Out of This World,J. D. Robb,http://images.amazon.com/images/P/0515131091.01.LZZZZZZZ.jpg,2001,334
8401427177,"Vieja Sirena, La",Jose Luis Sampedro,http://images.amazon.com/images/P/8401427177.01.LZZZZZZZ.jpg,1998,1228
8435015521,Justine - El Cuarteto de Alejandria I,Lawrence Durrell,http://images.amazon.com/images/P/8435015521.01.LZZZZZZZ.jpg,1999,40
0140265686,Out to Canaan (The Mitford Years),Jan Karon,http://images.amazon.com/images/P/0140265686.01.LZZZZZZZ.jpg,1998,347
0140257934,"These High, Green Hills (The Mitford Years)",Jan Karon,http://images.amazon.com/images/P/0140257934.01.LZZZZZZZ.jpg,1997,347
0140254544,A Light in the Window (The Mitford Years),Jan Karon,http://images.amazon.com/images/P/0140254544.01.LZZZZZZZ.jpg,1996,3
0446603708,Clay's Ark,Octavia E. Butler,http://images.amazon.com/images/P/0446603708.01.LZZZZZZZ.jpg,1996,1020
0451524934,1984,George Orwell,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg,1990,484
0345392825,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,http://images.amazon.com/images/P/0345392825.01.LZZZZZZZ.jpg,1995,1181
1569470901,Rebuilding Coventry: A Tale of Two Cities,Sue Townsend,http://images.amazon.com/images/P/1569470901.01.LZZZZZZZ.jpg,1997,674
0671027123,All Through the Night (Holiday Classics),Mary Higgins Clark,http://images.amazon.com/images/P/0671027123.01.LZZZZZZZ.jpg,1999,323
0449225151,A Place Called Freedom,Ken Follett,http://images.amazon.com/images/P/0449225151.01.LZZZZZZZ.jpg,1996,858
8440691475,El Poder Curativo de La Mente,Tulku Thondup Rinpoche,http://images.amazon.com/images/P/8440691475.01.LZZZZZZZ.jpg,2000,857
8466307982,La joven de la perla,Tracy Chevalier,http://images.amazon.com/images/P/8466307982.01.LZZZZZZZ.jpg,2002,206
844062719X,Maestro Cantor,Orson Scott Card,http://images.amazon.com/images/P/844062719X.01.LZZZZZZZ.jpg,1993,857
8420441732,Ventajas de viajar en tren,Antonio Orejudo,http://images.amazon.com/images/P/8420441732.01.LZZZZZZZ.jpg,2000,41
0345350499,The Mists of Avalon,MARION ZIMMER BRADLEY,http://images.amazon.com/images/P/0345350499.01.LZZZZZZZ.jpg,1987,495
844507119X,Fahrenheit 451 - T.D. -,Ray Bradbury,http://images.amazon.com/images/P/844507119X.01.LZZZZZZZ.jpg,1997,5
8466300708,Manana En La Batalla Piensa En Mi - Bolsillo,Javier Marias,http://images.amazon.com/images/P/8466300708.01.LZZZZZZZ.jpg,2001,898
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg,2001,509
0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg,2001,1031
076790351X,Beethoven's Hair : An Extraordinary Historical Odyssey and a Scientific Mystery Solved,RUSSELL MARTIN,http://images.amazon.com/images/P/076790351X.01.LZZZZZZZ.jpg,2001,1035
0425167313,Here on Earth,Alice Hoffman,http://images.amazon.com/images/P/0425167313.01.LZZZZZZZ.jpg,1998,483
034540288X,The Lost World,Michael Crichton,http://images.amazon.com/images/P/034540288X.01.LZZZZZZZ.jpg,1996,1181
