ID,NAME
118,U.S. Games Systems
119,Harvard Common Press
120,Dell Pub
121,3f Publications
122,"Consejería Educación y Cultura, Dirección General de Acción Cultural"
123,Bridge Works Publishing Company
124,Luso Brazilian Books
125,Springer-Verlag
126,P.O.L.
127,Front Street
128,Biblioteca Universale Rizzoli
129,Nation Books
130,ECW Press
131,Unwin Hyman
132,"Landfall Press, Incorporated"
133,New Millennium
134,Haymon
135,Annick Press
136,Albert Whitman &amp; Company
137,Planeta Editorial S A
138,Berliner Taschenbuchverlag
139,Aulis Verlag Deubner
140,Publicacoes Dom Quixote
141,Dalmatian Press
142,Soft Editions Ltd
143,"Editorial Seix Barral, S.A."
144,Nottingham Publishing
145,Eakin Press
146,Council Oak Books
147,Thunder's Mouth Press
148,Syngress
149,Illuminet Press
150,Red Sea Press
151,Klutz Press
152,Peace Corps
153,Jodere Group
154,Partera Press
155,Regina Press Malhame &amp; Company
156,Dell Publishing
157,Dell
158,Speed Graphics
159,Gallimard
160,NTC/Contemporary Publishing Company
161,Landoll
162,Delta
163,Roc
164,Harpercollins Publisher
165,Dutton Books
166,W W Norton &amp; Co
167,Columna
168,Plume Books
169,Heyne
170,Doubleday Books
171,Warner Vision
172,HarperTorch
173,Area
174,Playmore Inc. Publishers
175,Pocket Books
176,White Pine Press (NY)
177,Atria Books
178,David R. Godine Publisher
179,Feltrinelli
180,Lamuv
181,Editech Pr
182,Scholastic Paperbacks (Mm)
183,Seuil
184,Del Sol Press
185,HarperTrophy
186,Pleasant Company Publications
187,Laure Leaf
188,Palgrave-Macmillan
189,btb
190,Natl Book Network
191,Washington Square Press
192,Shambhala
193,Eichborn
194,Mysterious Press
195,Gl�?©nat
196,Presses De La Cite French
197,Continental Book Company
198,Audio Renaissance
199,Harvill Press
200,Workman Pub Co
201,Hobblebush Books
202,Pantheon
203,Orca Book Publishers
204,Thomson Texere
205,Anchor Pub
206,Santillana USA Publishing Company
207,Peachpit Press
208,Winepress Publishing
209,Kodansha America
210,Highbridge Audio
211,Career Press
212,Fulcrum Publishing
213,Bhaktivedanta Book Trust
214,John M. Hardy
215,Hoffmann &amp; Campe
216,Independent Pub Group
217,Editions Québec/Amérique
218,Wildcat Canyon Press
219,Scholastic Paperbacks
220,HarperFestival
221,Allen &amp; Unwin
222,Nbm Pub Co
223,Grupo Anaya Comercial
224,Ronsel
225,Meteor Publishing Corporation
226,Hyperion Press
227,Northlight Communications
228,Wildcat Press
229,Rizzoli
230,Galahad Books
231,Ocean Tree Books
232,Element Books Ltd
233,Parallax Press
234,Kurtzman Sales Inc
235,Bloomsbury
236,Janus
237,New Amer Library (Mm)
238,A. J. Muste Memorial Institute
239,Little Apple
240,Bard Press (TX)
241,Tusquets Editores
242,Faber Faber Inc
243,Childrens Press
244,Omega
245,Mateos Ediciones
246,La Campana
247,Disney Pr
248,Rutledge Hill Press
249,Southwest Parks &amp; Monuments Association
250,10x18
251,Penguin Putnam
252,R. Laffont
253,Penguin Uk
254,New Directions Publishing Corporation
255,Macmillan Pub Ltd
256,Harper SanFrancisco
257,Bloomsbury Publishing PLC
258,"Cedar Fort, Inc"
259,Thunder Bay Press (CA)
260,Beyond Words Publishing
261,WestBow Press
262,Brown Books
263,Editorial Planeta
264,Smithmark Publishers
265,Celestial Arts
266,Skylark
267,"List, Verlag GmbH &amp; Co. KG Paul"
268,Barnes Noble
269,Welcome Rain
270,GuildAmerica Books
271,Kidsbooks
272,Diamond Books (NY)
273,HSA Publications
274,Toby Press
275,Second Story Press
276,Cantwell Hamilton Pr
277,Turner
